date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:57:23	116345/116345	---MCZ	200	added ('OK')	text/css	date:Sat,%2026%20Jul%202025%2015:56:21%20GMT	https://munich.qodeinteractive.com/wp-includes/css/dist/block-library/style.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-includes/css/dist/block-library/style.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:24	10435/10435	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:57:16%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=8.5.1	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style2ff6.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:24	10943/10943	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Feb%202022%2011:09:27%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/inc/icons/simple-line-icons/assets/css/simple-line-icons.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/inc/icons/simple-line-icons/assets/css/simple-line-icons.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:24	230625/230625	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:57:16%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=8.5.1	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style2ff6.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:25	2731/2731	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:56:58%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.4	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/css/styles77e1.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:26	17189/17189	---MCZ	200	added ('OK')	text/css	date:Tue,%2016%20Aug%202022%2012:47:29%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/custom-twitter-feeds/css/ctf-styles.min.css?ver=2.0.3	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/custom-twitter-feeds/css/ctf-styles.minb95e.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:26	7504/7504	---MCZ	200	added ('OK')	text/css	etag:W/%2263c16c7d-1d50%22	https://export.qodethemes.com/_toolbar/assets/css/rbt-modules.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/export.qodethemes.com/_toolbar/assets/css/rbt-modules6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:27	13677/13677	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:16:32%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/plugins/swiper/swiper.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:28	44829/44829	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:16:32%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:28	24598/24598	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:16:32%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:30	2539/2539	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Feb%202022%2011:09:27%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/perfect-scrollbar/perfect-scrollbar.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/perfect-scrollbar/perfect-scrollbar6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:30	280263/280263	---MCZ	200	added ('OK')	text/css	date:Mon,%2004%20Jul%202022%2012:16:32%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:30	244950/244950	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2007:37:06%20GMT	https://munich.qodeinteractive.com/wp-content/themes/munich/assets/css/main.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/themes/munich/assets/css/main.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:31	292096/292096	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2009:01:51%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/css/munich-core.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/css/munich-core.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:31	236869/236869	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Feb%202022%2011:08:42%20GMT	https://munich.qodeinteractive.com/wp-content/themes/munich/assets/css/grid.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/themes/munich/assets/css/grid.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:32	522/522	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Feb%202022%2011:08:42%20GMT	https://munich.qodeinteractive.com/wp-content/themes/munich/style.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/themes/munich/style6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:33	62157/62157	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Jun%202022%2011:55:09%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/06/fs-menu-bg-img.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/06/fs-menu-bg-img.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:33	6392/6392	---MCZ	200	added ('OK')	text/css	date:Fri,%2025%20Mar%202022%2018:03:18%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/inc/plugins/elementor/assets/css/elementor.min.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/inc/plugins/elementor/assets/css/elementor.min6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:34	19279/19279	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2012:57:00%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:34	108026/108026	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2010:12:52%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/elementor/css/custom-frontend-lite.min.css?ver=1655201572	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/elementor/css/custom-frontend-lite.min199b.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:35	1117/1117	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2010:13:07%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/elementor/css/post-5.css?ver=1655201587	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/elementor/css/post-550e8.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:36	1340/1340	---MCZ	200	added ('OK')	text/css	date:Thu,%2006%20Feb%202025%2009:30:23%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/elementor/css/post-2309.css?ver=1738834223	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/elementor/css/post-2309d074.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:36	80/80	---MCZ	200	added ('OK')	text/css	date:Tue,%2014%20Jun%202022%2012:50:17%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat//assets/main.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/qode-zendesk-chat/assets/main6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:37	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2012%20Nov%202024%2010:57:22%20GMT	https://munich.qodeinteractive.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:38	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2028%20Sep%202025%2005:27:38%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/AM-WEB/www.googletagmanager.com/gtm.215445.delayed	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:38	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2012%20Nov%202024%2010:57:22%20GMT	https://munich.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:39	2820/2820	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Jun%202022%2012:24:14%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/06/favicon.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/06/favicon.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:39	2130/2130	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Mar%202022%2015:53:45%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/logo-main.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/logo-main.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:40	1270/1270	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Mar%202022%2015:58:26%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/logo-light.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/logo-light.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:40	1951/1951	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Apr%202022%2012:36:55%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/04/logo-mobile.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/04/logo-mobile.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:42	286139/286139	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2012:38:58%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img1.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img1.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:43	111474/111474	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2013:45:03%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img5.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img5.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:43	197996/197996	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2013:23:28%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img3.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img3.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:44	241170/241170	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2013:23:24%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img2.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img2.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:46	32463/32463	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Mar%202022%2016:15:24%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/logo-side-area.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/logo-side-area.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:46	225984/225984	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2013:44:59%20GMT	https://munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img4.png	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/uploads/2022/03/split-home-img4.png	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:46	1239/1239	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2028%20Sep%202025%2005:27:46%20GMT	https://munich.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:47	2003/2003	---MCZ	200	added ('OK')	text/css	date:Mon,%2028%20Feb%202022%2011:09:27%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/inc/shortcodes/vertical-split-slider/assets/css/plugins/jquery.multiscroll.css?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/inc/shortcodes/vertical-split-slider/assets/css/plugins/jquery.multiscroll6c2d.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:47	58260/58260	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2013:38:17%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.5	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs60660.css	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:48	9937/9937	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:56:58%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.6.4	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/swv/js/index77e1.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:49	12310/12310	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:56:58%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.4	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/js/index77e1.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:50	6988/6988	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c16c82-1b4c%22	https://export.qodethemes.com/_toolbar/assets/js/rbt-modules.js?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/export.qodethemes.com/_toolbar/assets/js/rbt-modules6c2d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:50	165339/165339	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:38:17%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.6.5	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rbtools.min0660.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:52	9509/9509	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:57:15%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.0.0	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mindc32.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:52	3037/3037	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:57:15%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.0.0	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min823d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:52	407331/407331	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2013:38:17%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.6.5	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/revslider/public/assets/js/rs6.min0660.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:52	1834/1834	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:57:15%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.0.0	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minc599.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:53	2139/2139	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:57:15%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.0.0	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min823d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:53	2938/2938	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:57:15%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.0.0	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min823d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:54	21464/21464	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2004%20May%202025%2021:46:28%20GMT	https://munich.qodeinteractive.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-includes/js/jquery/ui/core.minb37e.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:54	62449/62449	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:16:32%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/js/main.min.js?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/js/main.min6c2d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:56	19434/19434	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Feb%202022%2011:09:27%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/perfect-scrollbar/perfect-scrollbar.jquery.min.js?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/perfect-scrollbar/perfect-scrollbar.jquery.min6c2d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:56	1499/1499	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2009%20Jun%202022%2018:16:59%20GMT	https://munich.qodeinteractive.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-includes/js/hoverIntent.min3e5a.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:57	2729/2729	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Feb%202022%2011:09:27%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/modernizr/modernizr.js?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/modernizr/modernizr6c2d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:58	9143/9143	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:16:34%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/inc/shortcodes/parallax-images/assets/js/plugins/jquery.parallax-scroll.js?ver=1	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/inc/shortcodes/parallax-images/assets/js/plugins/jquery.parallax-scroll68b3.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:58	24172/24172	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2003%20Jun%202022%2010:46:30%20GMT	https://munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/gsap/ScrollTrigger.min.js?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/plugins/munich-core/assets/plugins/gsap/ScrollTrigger.min6c2d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:59	32163/32163	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2014%20Jun%202022%2014:40:00%20GMT	https://munich.qodeinteractive.com/wp-content/themes/munich/assets/js/main.min.js?ver=6.8.2	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-content/themes/munich/assets/js/main.min6c2d.js	(from https://munich.qodeinteractive.com/divided-slider/)
10:57:59	18905/18905	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2004%20May%202025%2021:46:28%20GMT	https://munich.qodeinteractive.com/wp-includes/js/underscore.min.js?ver=1.13.7	C:/My%20Web%20Sites/AM-WEB/munich.qodeinteractive.com/wp-includes/js/underscore.min3ab8.js	(from https://munich.qodeinteractive.com/divided-slider/)
